#cm^-1	CaF2 5pc av
1523	7.16524e-5
1524	6.777110000000001e-5
1525	6.970500000000001e-5
1526	7.23576e-5
1527	7.00165e-5
1528	7.340370000000001e-5
1529	7.16681e-5
1530	7.45487e-5
1531	6.79496e-5
1532	6.792940000000001e-5
1533	7.627270000000001e-5
1534	7.07616e-5
1535	7.377620000000001e-5
1536	7.099460000000001e-5
1537	6.96463e-5
1538	7.561110000000001e-5
1539	6.867670000000001e-5
1540	7.103140000000001e-5
1541	7.624340000000001e-5
1542	7.500370000000001e-5
1543	7.240340000000001e-5
1544	7.415360000000001e-5
1545	7.937600000000001e-5
1546	7.79811e-5
1547	8.332140000000001e-5
1548	7.88587e-5
1549	8.150320000000001e-5
1550	7.834790000000001e-5
1551	7.687960000000001e-5
1552	7.959400000000001e-5
1553	8.732420000000001e-5
1554	9.914730000000001e-5
1555	8.681760000000001e-5
1556	7.998360000000001e-5
1557	7.21402e-5
1558	7.305220000000001e-5
1559	7.835320000000001e-5
1560	8.382720000000001e-5
1561	8.33193e-5
1562	7.63411e-5
1563	8.19886e-5
1564	8.211700000000001e-5
1565	8.619980000000001e-5
1566	7.998560000000002e-5
1567	7.701520000000001e-5
1568	8.241250000000002e-5
1569	7.57729e-5
1570	7.927550000000001e-5
1571	7.700070000000001e-5
1572	9.070320000000002e-5
1573	8.134430000000001e-5
1574	7.889680000000001e-5
1575	7.60981e-5
1576	7.97192e-5
1577	8.273260000000001e-5
1578	8.3507e-5
1579	8.946600000000001e-5
1580	8.48461e-5
1581	8.720950000000001e-5
1582	8.96187e-5
1583	8.44672e-5
1584	8.638030000000002e-5
1585	8.886170000000001e-5
1586	8.741960000000001e-5
1587	8.78652e-5
1588	8.81965e-5
1589	8.536350000000001e-5
1590	8.909420000000001e-5
1591	9.084770000000001e-5
1592	8.771110000000001e-5
1593	8.86028e-5
1594	8.37042e-5
1595	8.880400000000001e-5
1596	8.818970000000001e-5
1597	8.744730000000001e-5
1598	9.08293e-5
1599	9.105560000000002e-5
1600	9.020600000000001e-5
1601	9.619500000000001e-5
1602	8.492720000000001e-5
1603	8.693130000000001e-5
1604	9.163320000000001e-5
1605	9.37e-5
1606	9.114020000000001e-5
1607	9.042350000000002e-5
1608	9.78357e-5
1609	8.959220000000001e-5
1610	9.54078e-5
1611	9.269140000000001e-5
1612	0.000104138
1613	0.000110385
1614	8.33621e-5
1615	8.912610000000002e-5
1616	8.80952e-5
1617	9.07034e-5
1618	8.4699e-5
1619	8.909890000000002e-5
1620	9.094960000000001e-5
1621	8.682740000000002e-5
1622	8.370150000000001e-5
1623	9.828310000000001e-5
1624	0.000104892
1625	7.983360000000001e-5
1626	8.37337e-5
1627	8.28749e-5
1628	8.483810000000001e-5
1629	9.32087e-5
1630	9.532270000000001e-5
1631	9.582370000000002e-5
1632	8.470129999999999e-5
1633	7.427570000000001e-5
1634	7.44914e-5
1635	7.537800000000001e-5
1636	7.650870000000002e-5
1637	7.74973e-5
1638	8.072900000000002e-5
1639	8.437329999999999e-5
1640	8.43385e-5
1641	8.36041e-5
1642	8.898730000000001e-5
1643	8.050860000000001e-5
1644	7.499070000000001e-5
1645	7.214140000000001e-5
1646	8.259639999999999e-5
1647	8.35967e-5
1648	8.883860000000001e-5
1649	8.4874e-5
1650	7.525790000000001e-5
1651	6.86417e-5
1652	7.536130000000001e-5
1653	7.661990000000001e-5
1654	8.09901e-5
1655	7.61311e-5
1656	7.799730000000001e-5
1657	8.176920000000001e-5
1658	8.371790000000002e-5
1659	7.824830000000001e-5
