1	#2/CaF2_002_SG355	#3/CaF2_002_SG355	#6/CaF2_002_SG355	#7/CaF2_002_SG355	#8/CaF2_002_SG355
1.044	0,459547	2,601806561028245	2,059075420695866	1,276086021838174	1,904139202354367
1.045	0,449204	2,560961358942575	2,106513824553251	1,266335496996985	1,858848161268494
1.046	0,407275	2,66819429828838	2,16275879885879	1,338589215991135	2,018273722723229
1.047	0,374922	2,730537918890901	2,213689984121002	1,499349421734805	1,976099224927196
1.048	0,410798	2,878812613995559	2,264982937757737	1,66398567836693	2,173317271378447
1.049	0,425074	2,925533355685377	2,187024059386803	1,833189475966702	2,305693009707281
1.050	0,413772	3,038005461669197	2,248672223259111	1,900764436994495	2,709991916205796
1.051	0,420278	3,013055744906855	2,304414638802539	1,767551867693728	2,827367734806789
1.052	0,433639	3,01897090703284	2,302863243792195	1,475167130741837	2,738794310363662
1.053	0,466067	2,973388678479407	2,269088694944386	1,243211301754994	2,910743028583145
1.054	0,448053	3,016086653053777	2,234598354842161	1,101583749615631	2,8491906429523
1.055	0,42979	3,036119439762701	2,260891121707203	1,130787252842261	2,704046270627793
1.056	0,371974	2,98184178265695	2,184674660213759	1,256909243225961	2,543948270309545
1.057	0,388819	3,071487559930155	2,186689873541741	1,349324623616172	2,28225988522714
1.058	0,425152	3,185199553301589	2,193001572338648	1,346765465989905	2,201028164072213
1.059	0,433656	3,286904202291863	2,194250268071937	1,454012596167446	2,236212733021732
1.060	0,456588	3,418196849510538	2,31416140998296	1,512109654923117	2,321782223559745
1.061	0,410243	3,247403814417956	2,230724719934464	1,323157616631087	1,9311403920204
1.062	0,39084	3,232735362287672	2,193823218260494	1,12175716788981	1,954884284732128
1.063	0,393359	3,31822357913228	2,252564220236266	1,093929392506272	2,005589770726831
1.064	0,391877	3,367005229839465	2,249494124976463	1,10616414851977	2,015404810207011
1.065	0,394598	3,296525472438693	2,21006671256482	1,125259141266287	1,887002427539336
1.066	0,370817	3,068648698183027	2,140624351495017	1,341844812537982	1,803131952316328
1.067	0,416743	3,037111033198257	2,191053766151647	1,427507959538216	1,719648867302176
1.068	0,409479	2,887325297880635	2,195456190803014	1,404940917681901	1,493624907611844
1.069	0,410027	2,765091650491935	2,204313736704844	1,417777307416744	1,226681394228548
1.070	0,410974	2,691209363539239	2,185928533531937	1,366611593777998	0,9032868080163663
1.071	0,325623	2,438896035752774	1,956086603661062	1,182430914033594	0,4142893093544112
1.072	0,363581	2,487922496173915	1,993762777493848	1,226256638705382	0,5650126109893787
1.073	0,366086	2,509132946810193	2,043523102269742	1,166082820749759	0,6211849140369957
1.074	0,408677	2,479693035605256	1,994067839781207	1,098948792784485	0,6296304518758594
1.075	0,412581	2,53747415467952	2,011121953711382	1,070431409426205	0,6644203501501378
1.076	0,449724	2,470642764682966	2,017233711331806	1,297018774549736	0,7680741844703429
1.077	0,444597	2,604330461462196	2,017358847190546	1,442234319252787	0,8221454417991572
1.078	0,406575	2,529693407696796	1,992043517848714	1,449881423161458	0,8212808972047857
1.079	0,35935	2,448202557513779	1,949571019898162	1,333670284458382	0,7313120036700619
1.080	0,348443	2,511430285861319	1,891376765130136	1,199296325955153	0,548155479791686
1.081	0,30711	2,361626496156172	1,727775239204185	1,195963439015339	0,5362894757857577
1.082	0,34308	2,300164075631016	1,700565063536744	1,385233864142267	0,7135123604093943
1.083	0,318977	2,125695987242032	1,641635835309994	1,349515778768426	0,7559574854203949
1.084	0,35842	2,121552857905021	1,665990933875411	1,345946705018348	0,7154263652191144
1.085	0,361784	2,041571688586246	1,607647827140061	1,301147984837478	0,6116094964209137
1.086	0,366674	1,873490987709487	1,508889838134856	1,261538601507334	0,539026786937351
1.087	0,364445	1,883325724133155	1,533075691054356	1,508767987446708	0,6735045241462251
1.088	0,325213	1,793997145019581	1,623416082109097	1,592738539376618	0,7445680065564286
1.089	0,312807	1,723134482673288	1,657533660154383	1,565413382092226	0,6632409793065841
1.090	0,299496	1,667652278965993	1,683557243515616	1,52565443101779	0,5947857719773794
1.091	0,300193	1,496275916885778	1,681251647221933	1,394481125605902	0,7313801857905919
1.092	0,310775	1,503595918776646	1,686936900270208	1,51895643231714	0,7804523763234157
1.093	0,299095	1,505080064303026	1,6954241574723	1,513078625763808	0,697014723014082
1.094	0,340841	1,519452993445446	1,685541169881185	1,641297822911636	0,5930799031371687
1.095	0,370698	1,453528384328129	1,558162556839618	1,677765124646866	0,3717918982492171
1.096	0,380015	1,351082066876888	1,440668788219173	1,673760331576794	0,2958509164705111
1.097	0,386095	1,291413102192132	1,461960020037309	1,912663058157476	0,3884748439058454
1.098	0,326796	1,222048273379933	1,420188814141464	1,908896852051873	0,4307309003768579
1.099	0,351938	1,204897987545317	1,440854181394724	1,942035101086414	0,4152039361685587
1.100	0,347722	1,175522081193726	1,45483569884237	1,905490251984042	0,442990281087723
1.101	0,356062	1,138975688154027	1,409229247548026	1,684877216161714	0,4799748846318697
1.102	0,385107	1,249398638121296	1,377088812490368	1,992700207143951	0,4925220860905149
