Wavenumber	580nm1	580nm2	580nm3	580 nm av. (N=3)	600nm1	600nm2	600nm3	600nm av. (N=3)	600nm2_1	600nm2_2	600nm2_3	600nm control sample av. (N=3)	700nm1	700nm2	700nm3	700 nm av. (N=3)	800nm1	800nm2	800nm3	800 nm av. (N=3)	900nm1	900nm2	900nm3	900 nm av. (N=3)	2000nm1	2000nm2	2000nm3	2000 nm av. (N=3)	60nm1	60nm2	60nm3	60 nm PMMA av. (N=3)	H2O Korrektur	60 nm PMMA av. (N=3) - 0.9* H2O correction spectrum
2229,32	-0,00229	-0,000412	-0,00097	-0,001224	-0,0039	-0,004315	-0,002666	-0,003627	0,001114	0,000676	0,001529	0,00110633	-0,003009	-0,002948	-0,003092	-0,00301633	-0,002773	-0,002027	-0,00177	-0,00219	-0,002913	-0,003807	-0,002769	-0,003163	-0,020741	-0,019411	-0,019517	-0,0198897	0,003547	0,004201	0,00413	0,00395933	0,003346	0,000613333
2231,25	-0,002289	-0,000336	-0,000901	-0,00117533	-0,003952	-0,004348	-0,002698	-0,003666	0,001019	0,000677	0,001569	0,00108833	-0,002946	-0,002947	-0,003101	-0,002998	-0,002755	-0,002011	-0,001756	-0,002174	-0,002887	-0,003821	-0,002765	-0,00315767	-0,020762	-0,019427	-0,019531	-0,0199067	0,003552	0,004257	0,004131	0,00398	0,003294	0,000686
2233,18	-0,002299	-0,000241	-0,000784	-0,001108	-0,003923	-0,004388	-0,002672	-0,003661	0,001031	0,000689	0,001673	0,001131	-0,00289	-0,002967	-0,003068	-0,002975	-0,002734	-0,002005	-0,001683	-0,00214067	-0,002891	-0,00382	-0,002736	-0,003149	-0,020711	-0,019381	-0,019517	-0,0198697	0,003558	0,004286	0,004076	0,00397333	0,003272	0,000701333
2235,11	-0,002308	-0,000183	-0,000692	-0,001061	-0,003849	-0,004421	-0,002654	-0,00364133	0,001126	0,000718	0,001743	0,00119567	-0,002833	-0,002944	-0,003042	-0,00293967	-0,002757	-0,002041	-0,001606	-0,00213467	-0,002943	-0,003782	-0,002714	-0,00314633	-0,020671	-0,019291	-0,019446	-0,0198027	0,003581	0,004314	0,00404	0,00397833	0,003279	0,000699333
2237,03	-0,002285	-0,000174	-0,000655	-0,001038	-0,003801	-0,004411	-0,002667	-0,00362633	0,001208	0,000758	0,00175	0,00123867	-0,002773	-0,002859	-0,003046	-0,00289267	-0,002764	-0,002068	-0,001568	-0,00213333	-0,00299	-0,003712	-0,0027	-0,003134	-0,020662	-0,01918	-0,019341	-0,0197277	0,0036	0,004347	0,004087	0,00401133	0,003317	0,000694333
2238,96	-0,002228	-0,000202	-0,000624	-0,001018	-0,003804	-0,004351	-0,002664	-0,00360633	0,001239	0,000804	0,001756	0,00126633	-0,002768	-0,002764	-0,003049	-0,00286033	-0,002701	-0,002026	-0,001558	-0,002095	-0,002961	-0,003633	-0,002688	-0,003094	-0,020648	-0,019087	-0,019263	-0,019666	0,003622	0,004374	0,00417	0,00405533	0,003375	0,000680333
2240,89	-0,002184	-0,000247	-0,00057	-0,00100033	-0,003829	-0,004265	-0,002618	-0,00357067	0,001243	0,000845	0,001815	0,001301	-0,002801	-0,002714	-0,003044	-0,002853	-0,002619	-0,001935	-0,001562	-0,00203867	-0,002868	-0,003599	-0,002687	-0,00305133	-0,02059	-0,019029	-0,019247	-0,019622	0,003663	0,004382	0,004223	0,00408933	0,003395	0,000694333
2242,82	-0,002171	-0,000269	-0,000552	-0,000997333	-0,003837	-0,004197	-0,002547	-0,003527	0,001249	0,000856	0,001905	0,00133667	-0,002794	-0,002723	-0,003033	-0,00285	-0,002596	-0,001845	-0,001578	-0,00200633	-0,002781	-0,003651	-0,002692	-0,00304133	-0,020487	-0,018995	-0,019267	-0,019583	0,00371	0,004376	0,004224	0,00410333	0,003347	0,000756333
2244,75	-0,002137	-0,000254	-0,000619	-0,00100333	-0,003809	-0,004195	-0,002489	-0,00349767	0,001268	0,000833	0,001955	0,001352	-0,002775	-0,002774	-0,002981	-0,00284333	-0,002607	-0,001781	-0,001595	-0,00199433	-0,002755	-0,003748	-0,002689	-0,003064	-0,020396	-0,01899	-0,019279	-0,019555	0,003709	0,004362	0,004182	0,00408433	0,003281	0,000803333
2246,68	-0,002047	-0,000213	-0,000668	-0,000976	-0,003758	-0,004243	-0,002464	-0,00348833	0,00131	0,000823	0,001944	0,001359	-0,002813	-0,002821	-0,002884	-0,00283933	-0,002592	-0,001753	-0,001586	-0,001977	-0,002783	-0,00382	-0,002673	-0,003092	-0,020359	-0,019012	-0,019263	-0,0195447	0,003633	0,00433	0,004129	0,00403067	0,003254	0,000776667
2248,6	-0,001953	-0,000142	-0,000585	-0,000893333	-0,003726	-0,004251	-0,002448	-0,003475	0,001349	0,000863	0,001904	0,001372	-0,002882	-0,002804	-0,002832	-0,00283933	-0,002565	-0,001769	-0,001562	-0,00196533	-0,002813	-0,003831	-0,002661	-0,00310167	-0,020333	-0,018994	-0,019213	-0,0195133	0,003552	0,004293	0,004108	0,00398433	0,003262	0,000722333
2250,53	-0,001877	-4e-05	-0,000426	-0,000781	-0,003712	-0,004167	-0,002401	-0,00342667	0,001354	0,000946	0,001875	0,00139167	-0,0029	-0,002691	-0,002872	-0,002821	-0,002545	-0,001801	-0,001546	-0,001964	-0,002787	-0,003751	-0,002666	-0,003068	-0,020271	-0,018896	-0,019122	-0,0194297	0,003567	0,004305	0,004152	0,004008	0,003293	0,000715
2252,46	-0,001805	5,7e-05	-0,000316	-0,000688	-0,003681	-0,004061	-0,002317	-0,003353	0,001369	0,001042	0,00188	0,00143033	-0,002816	-0,002528	-0,002919	-0,00275433	-0,002507	-0,001798	-0,001527	-0,001944	-0,002705	-0,003613	-0,002668	-0,00299533	-0,020194	-0,018791	-0,019	-0,0193283	0,003661	0,004403	0,004252	0,00410533	0,003366	0,000739333
2254,39	-0,00179	8,4e-05	-0,000316	-0,000674	-0,003667	-0,004052	-0,002269	-0,00332933	0,001417	0,001073	0,001887	0,001459	-0,002685	-0,002439	-0,0029	-0,00267467	-0,002488	-0,00176	-0,001518	-0,001922	-0,002648	-0,003569	-0,00268	-0,00296567	-0,020145	-0,018784	-0,018911	-0,01928	0,00372	0,004524	0,004331	0,00419167	0,003442	0,000749667
2256,32	-0,001892	1,5e-05	-0,000404	-0,000760333	-0,003712	-0,004132	-0,00232	-0,003388	0,001431	0,001	0,001855	0,00142867	-0,002628	-0,002499	-0,00284	-0,00265567	-0,002533	-0,001748	-0,001555	-0,00194533	-0,002676	-0,003685	-0,002716	-0,00302567	-0,020138	-0,018853	-0,018926	-0,0193057	0,003714	0,004554	0,004304	0,00419067	0,00343	0,000760667
2258,25	-0,002053	-7,6e-05	-0,000472	-0,000867	-0,003743	-0,004164	-0,002391	-0,00343267	0,001389	0,000931	0,001837	0,00138567	-0,002641	-0,002615	-0,002772	-0,002676	-0,002577	-0,001756	-0,001601	-0,001978	-0,002754	-0,003812	-0,002706	-0,00309067	-0,020151	-0,01887	-0,018976	-0,0193323	0,003713	0,00449	0,004224	0,00414233	0,003345	0,000797333
2260,18	-0,002162	-8,9e-05	-0,00043	-0,000893667	-0,00369	-0,004089	-0,002381	-0,00338667	0,001348	0,000975	0,001883	0,001402	-0,002626	-0,002658	-0,002712	-0,00266533	-0,002563	-0,001745	-0,001598	-0,00196867	-0,002829	-0,003821	-0,002616	-0,00308867	-0,020149	-0,018798	-0,018924	-0,0192903	0,003711	0,004413	0,004195	0,00410633	0,003317	0,000789333
2262,1	-0,002162	-1,7e-05	-0,000315	-0,000831333	-0,003579	-0,003993	-0,002324	-0,00329867	0,001344	0,001069	0,001956	0,00145633	-0,002567	-0,002628	-0,002697	-0,00263067	-0,002521	-0,001735	-0,001561	-0,001939	-0,002859	-0,003775	-0,002554	-0,00306267	-0,020127	-0,018727	-0,018781	-0,0192117	0,003655	0,004391	0,004212	0,004086	0,00336	0,000726
2264,03	-0,00208	7,1e-05	-0,000217	-0,000742	-0,003464	-0,003956	-0,002267	-0,003229	0,001381	0,001106	0,002014	0,00150033	-0,00251	-0,00258	-0,002732	-0,00260733	-0,002487	-0,001733	-0,001545	-0,00192167	-0,00281	-0,00374	-0,002591	-0,003047	-0,020086	-0,018706	-0,018675	-0,0191557	0,003586	0,004426	0,004206	0,00407267	0,003353	0,000719667
2265,96	-0,001971	0,000134	-0,000186	-0,000674333	-0,00338	-0,00397	-0,002187	-0,003179	0,00145	0,001105	0,002042	0,00153233	-0,002434	-0,002517	-0,002753	-0,002568	-0,002448	-0,001707	-0,001538	-0,00189767	-0,002718	-0,003683	-0,00265	-0,003017	-0,020019	-0,018667	-0,018654	-0,0191133	0,003586	0,004463	0,004161	0,00407	0,003273	0,000797
2267,89	-0,001841	0,000189	-0,000188	-0,000613333	-0,00333	-0,003992	-0,002096	-0,00313933	0,001532	0,001115	0,002047	0,00156467	-0,00231	-0,002428	-0,002694	-0,00247733	-0,002367	-0,001634	-0,001479	-0,00182667	-0,00265	-0,003603	-0,00262	-0,00295767	-0,019932	-0,018543	-0,01865	-0,0190417	0,003668	0,004482	0,00414	0,00409667	0,003222	0,000874667
2269,82	-0,001672	0,000248	-0,000156	-0,000526667	-0,003293	-0,003981	-0,002057	-0,00311033	0,001609	0,001125	0,002051	0,001595	-0,002208	-0,002358	-0,002578	-0,00238133	-0,002238	-0,001519	-0,001367	-0,001708	-0,00264	-0,003559	-0,002507	-0,002902	-0,019836	-0,01839	-0,018587	-0,0189377	0,003757	0,004519	0,004186	0,004154	0,003231	0,000923
2271,75	-0,001531	0,000266	-0,00012	-0,000461667	-0,003314	-0,003952	-0,002092	-0,00311933	0,001607	0,001101	0,002029	0,001579	-0,002216	-0,002369	-0,002515	-0,00236667	-0,002149	-0,001429	-0,001304	-0,00162733	-0,002672	-0,003599	-0,002433	-0,00290133	-0,019773	-0,018343	-0,018487	-0,0188677	0,003749	0,004547	0,004246	0,00418067	0,003239	0,000941667
2273,67	-0,00154	0,00022	-0,000182	-0,000500667	-0,003454	-0,003966	-0,002178	-0,00319933	0,00145	0,001027	0,001938	0,00147167	-0,002342	-0,002466	-0,002569	-0,002459	-0,002202	-0,001464	-0,001362	-0,001676	-0,002709	-0,003719	-0,002458	-0,002962	-0,019793	-0,018429	-0,018428	-0,0188833	0,003633	0,004503	0,004244	0,00412667	0,003208	0,000918667
2275,6	-0,001698	0,000173	-0,000305	-0,00061	-0,003605	-0,004025	-0,002273	-0,003301	0,001255	0,00092	0,001855	0,00134333	-0,002497	-0,002555	-0,002656	-0,00256933	-0,002359	-0,001584	-0,001457	-0,0018	-0,002716	-0,003835	-0,002513	-0,00302133	-0,019843	-0,018515	-0,018415	-0,0189243	0,003511	0,004418	0,004177	0,00403533	0,003151	0,000884333
2277,53	-0,001833	0,000179	-0,000345	-0,000666333	-0,003588	-0,004051	-0,002331	-0,00332333	0,001225	0,000854	0,001887	0,001322	-0,002567	-0,002532	-0,002655	-0,00258467	-0,002458	-0,00164	-0,001446	-0,001848	-0,002662	-0,003847	-0,002517	-0,00300867	-0,019812	-0,018481	-0,01838	-0,018891	0,003486	0,004366	0,004099	0,00398367	0,003124	0,000859667
2279,46	-0,001818	0,000227	-0,00028	-0,000623667	-0,003422	-0,004006	-0,002321	-0,00324967	0,001355	0,000902	0,002011	0,00142267	-0,0025	-0,002413	-0,002566	-0,002493	-0,002398	-0,001573	-0,001304	-0,00175833	-0,002558	-0,003743	-0,002438	-0,002913	-0,019693	-0,018332	-0,018286	-0,0187703	0,003567	0,004367	0,004069	0,004001	0,003161	0,00084
2281,39	-0,001729	0,000288	-0,000194	-0,000545	-0,00328	-0,003918	-0,002241	-0,00314633	0,001487	0,001046	0,002127	0,00155333	-0,002339	-0,002308	-0,002476	-0,00237433	-0,002244	-0,001455	-0,001151	-0,00161667	-0,002487	-0,003611	-0,002295	-0,00279767	-0,019579	-0,018153	-0,018175	-0,0186357	0,003667	0,004402	0,004104	0,00405767	0,003213	0,000844667
2283,32	-0,001701	0,000338	-0,00014	-0,000501	-0,003249	-0,003847	-0,002156	-0,003084	0,001566	0,001157	0,002168	0,00163033	-0,002201	-0,002279	-0,002463	-0,00231433	-0,002133	-0,001361	-0,001099	-0,001531	-0,00251	-0,00354	-0,002202	-0,00275067	-0,019545	-0,018034	-0,018113	-0,018564	0,003662	0,004427	0,004161	0,00408333	0,003215	0,000868333
2285,25	-0,001756	0,000368	-0,00013	-0,000506	-0,003293	-0,003846	-0,002151	-0,00309667	0,001614	0,001144	0,002122	0,00162667	-0,002151	-0,002296	-0,00252	-0,00232233	-0,002127	-0,001315	-0,001141	-0,00152767	-0,002589	-0,003551	-0,002279	-0,00280633	-0,019546	-0,018014	-0,018133	-0,0185643	0,003535	0,004419	0,004204	0,00405267	0,003159	0,000893667
2287,17	-0,001835	0,000378	-0,000146	-0,000534333	-0,003337	-0,003929	-0,00222	-0,003162	0,001617	0,001072	0,002041	0,00157667	-0,002119	-0,002304	-0,002575	-0,00233267	-0,002197	-0,001349	-0,001229	-0,00159167	-0,002672	-0,003635	-0,002487	-0,00293133	-0,019496	-0,018051	-0,018197	-0,0185813	0,003406	0,004398	0,004239	0,00401433	0,003065	0,000949333
2289,1	-0,001862	0,000389	-0,000134	-0,000535667	-0,003344	-0,004059	-0,002271	-0,00322467	0,001606	0,001067	0,002034	0,001569	-0,002026	-0,002277	-0,00256	-0,00228767	-0,002261	-0,001459	-0,001331	-0,00168367	-0,00276	-0,003771	-0,002666	-0,00306567	-0,019385	-0,018047	-0,018221	-0,018551	0,003381	0,004395	0,00427	0,00401533	0,002981	0,00103433
2291,03	-0,001778	0,000466	-4,3e-05	-0,000451667	-0,003314	-0,004169	-0,002229	-0,00323733	0,001691	0,001178	0,002159	0,001676	-0,001881	-0,002202	-0,002467	-0,00218333	-0,002241	-0,001568	-0,0014	-0,00173633	-0,002833	-0,003892	-0,002719	-0,003148	-0,019248	-0,017923	-0,018125	-0,018432	0,00346	0,004434	0,004299	0,00406433	0,002967	0,00109733
2292,96	-0,001596	0,000658	0,000147	-0,000263667	-0,003272	-0,004165	-0,002109	-0,003182	0,001868	0,001374	0,002332	0,001858	-0,001704	-0,002064	-0,002322	-0,00203	-0,002146	-0,001597	-0,001408	-0,001717	-0,002836	-0,003948	-0,002685	-0,00315633	-0,019099	-0,017697	-0,017895	-0,0182303	0,003579	0,00452	0,004349	0,00414933	0,003009	0,00114033
2294,89	-0,001408	0,000898	0,000362	-4,93333e-05	-0,003236	-0,004019	-0,002003	-0,003086	0,002002	0,00159	0,002443	0,00201167	-0,001502	-0,00189	-0,002176	-0,001856	-0,002061	-0,001535	-0,001381	-0,001659	-0,002775	-0,003962	-0,002665	-0,003134	-0,018957	-0,017453	-0,017638	-0,018016	0,003673	0,004599	0,004407	0,00422633	0,003007	0,00121933
2296,82	-0,001294	0,001095	0,000499	0,0001	-0,003201	-0,003837	-0,001952	-0,00299667	0,002038	0,001734	0,002526	0,00209933	-0,001283	-0,001725	-0,002055	-0,00168767	-0,002015	-0,001399	-0,001324	-0,00157933	-0,002712	-0,00397	-0,00268	-0,00312067	-0,018811	-0,017261	-0,017446	-0,0178393	0,003718	0,00463	0,004416	0,00425467	0,002921	0,00133367
2298,74	-0,001266	0,001229	0,000554	0,000172333	-0,00315	-0,003722	-0,001905	-0,00292567	0,002032	0,001758	0,002677	0,00215567	-0,001043	-0,001579	-0,001961	-0,00152767	-0,00197	-0,001242	-0,001236	-0,00148267	-0,002686	-0,003971	-0,002658	-0,003105	-0,018612	-0,017137	-0,017282	-0,017677	0,003728	0,00466	0,00441	0,004266	0,002825	0,001441
2300,67	-0,001278	0,001295	0,000595	0,000204	-0,003094	-0,003684	-0,001874	-0,002884	0,001991	0,001729	0,00284	0,00218667	-0,00079	-0,001462	-0,001909	-0,001387	-0,001931	-0,001158	-0,001156	-0,001415	-0,002708	-0,003944	-0,002603	-0,003085	-0,018393	-0,017046	-0,017076	-0,017505	0,003744	0,004691	0,004474	0,004303	0,002746	0,001557
2302,6	-0,001262	0,001319	0,000697	0,000251333	-0,003055	-0,003691	-0,001927	-0,002891	0,001903	0,001768	0,002893	0,002188	-0,000524	-0,001365	-0,001901	-0,00126333	-0,001909	-0,001181	-0,001127	-0,00140567	-0,002752	-0,003897	-0,002595	-0,00308133	-0,018215	-0,016877	-0,016838	-0,01731	0,003803	0,004656	0,004577	0,00434533	0,002628	0,00171733
2304,53	-0,001169	0,001408	0,000911	0,000383333	-0,003006	-0,003761	-0,00204	-0,00293567	0,001876	0,001901	0,002853	0,00221	-0,000211	-0,001249	-0,001873	-0,001111	-0,001859	-0,001224	-0,001151	-0,00141133	-0,002776	-0,003899	-0,002645	-0,00310667	-0,018042	-0,016548	-0,016609	-0,0170663	0,003855	0,004614	0,004602	0,004357	0,002431	0,001926
2306,46	-0,000993	0,001654	0,001193	0,000618	-0,002907	-0,003913	-0,002144	-0,002988	0,002036	0,002052	0,002836	0,002308	0,000132	-0,001132	-0,001783	-0,000927667	-0,001734	-0,001207	-0,00119	-0,001377	-0,002764	-0,003958	-0,002716	-0,003146	-0,017822	-0,016118	-0,016384	-0,0167747	0,00382	0,004699	0,004519	0,004346	0,002178	0,002168
2308,39	-0,000754	0,002047	0,001497	0,00093	-0,00277	-0,004035	-0,002187	-0,00299733	0,002364	0,002199	0,002937	0,0025	0,000461	-0,00102	-0,001646	-0,000735	-0,001556	-0,001098	-0,001195	-0,001283	-0,002671	-0,003955	-0,002782	-0,003136	-0,01755	-0,015688	-0,016109	-0,016449	0,00377	0,0049	0,004444	0,00437133	0,002018	0,00235333
2310,32	-0,00048	0,002459	0,001835	0,00127133	-0,002634	-0,00397	-0,002152	-0,00291867	0,002713	0,002376	0,003172	0,00275367	0,000803	-0,000837	-0,001475	-0,000503	-0,001421	-0,000872	-0,001141	-0,00114467	-0,002507	-0,003856	-0,002799	-0,003054	-0,017234	-0,015276	-0,015763	-0,016091	0,003821	0,005085	0,004527	0,00447767	0,002078	0,00239967
2312,24	-0,000244	0,002719	0,002115	0,00153	-0,002558	-0,003814	-0,002139	-0,002837	0,002905	0,002492	0,003397	0,00293133	0,001128	-0,000617	-0,001324	-0,000271	-0,001431	-0,000648	-0,001082	-0,00105367	-0,002452	-0,003826	-0,00277	-0,003016	-0,016946	-0,014939	-0,015448	-0,0157777	0,003872	0,005152	0,004722	0,004582	0,002169	0,002413
2314,17	-0,00012	0,002787	0,002221	0,00162933	-0,002574	-0,003814	-0,002271	-0,00288633	0,002885	0,002402	0,003458	0,002915	0,001359	-0,000521	-0,001293	-0,000151667	-0,001525	-0,000627	-0,001105	-0,00108567	-0,002639	-0,003948	-0,002788	-0,003125	-0,016765	-0,014742	-0,015273	-0,0155933	0,003763	0,005118	0,004796	0,004559	0,001988	0,002571
2316,1	-9,3e-05	0,002829	0,002297	0,00167767	-0,00263	-0,004001	-0,002514	-0,00304833	0,002826	0,002206	0,003457	0,00282967	0,001589	-0,000539	-0,001383	-0,000111	-0,001499	-0,000762	-0,001187	-0,00114933	-0,00292	-0,004097	-0,00285	-0,003289	-0,016596	-0,014508	-0,015124	-0,0154093	0,003558	0,005062	0,004651	0,00442367	0,001564	0,00285967
2318,03	-4,7e-05	0,003088	0,002587	0,001876	-0,002625	-0,004167	-0,00276	-0,003184	0,002919	0,002176	0,003608	0,002901	0,001981	-0,000449	-0,001428	3,46667e-05	-0,001298	-0,000807	-0,001167	-0,00109067	-0,002979	-0,004115	-0,00281	-0,00330133	-0,016232	-0,01395	-0,014728	-0,01497	0,003412	0,005019	0,004429	0,00428667	0,001204	0,00308267
2319,96	0,000153	0,003671	0,00319	0,002338	-0,002444	-0,004142	-0,00298	-0,00318867	0,003157	0,0024	0,003911	0,003156	0,002481	-0,000104	-0,001238	0,000379667	-0,001063	-0,000624	-0,000958	-0,000881667	-0,002636	-0,00395	-0,002593	-0,00305967	-0,015556	-0,013071	-0,013956	-0,0141943	0,003395	0,0051	0,004329	0,00427467	0,001157	0,00311767
2321,89	0,000501	0,004459	0,003961	0,00297367	-0,002045	-0,003955	-0,003069	-0,003023	0,003393	0,002688	0,004217	0,00343267	0,002987	0,000453	-0,000794	0,000882	-0,000844	-0,000278	-0,000633	-0,000585	-0,002084	-0,003772	-0,002293	-0,00271633	-0,014647	-0,012145	-0,012964	-0,013252	0,00356	0,005425	0,004481	0,00448867	0,001348	0,00314067
2323,82	0,000853	0,005299	0,004581	0,00357767	-0,001696	-0,003765	-0,002962	-0,00280767	0,003555	0,002819	0,004551	0,00364167	0,003615	0,001083	-0,000301	0,00146567	-0,000588	1,3e-05	-0,00025	-0,000275	-0,001678	-0,003812	-0,002028	-0,002506	-0,013788	-0,011409	-0,012082	-0,0124263	0,003901	0,005843	0,004816	0,00485333	0,001461	0,00339233
2325,74	0,001162	0,006075	0,004922	0,004053	-0,001698	-0,003631	-0,002938	-0,00275567	0,003754	0,002809	0,005007	0,00385667	0,004423	0,001643	1,6e-05	0,00202733	-0,000323	0,000114	0,00017	-1,3e-05	-0,001373	-0,003997	-0,001865	-0,00241167	-0,013257	-0,01089	-0,011505	-0,011884	0,004196	0,006051	0,005059	0,005102	0,001432	0,00367
2327,67	0,00156	0,006732	0,005186	0,00449267	-0,00179	-0,003505	-0,003277	-0,00285733	0,004181	0,002882	0,005451	0,00417133	0,005136	0,00206	0,000181	0,002459	-1e-06	0,000182	0,000562	0,000247667	-0,000867	-0,004066	-0,001805	-0,002246	-0,013004	-0,010382	-0,011107	-0,0114977	0,004236	0,006052	0,005099	0,005129	0,001525	0,003604
2329,6	0,002162	0,007305	0,00557	0,00501233	-0,001612	-0,003435	-0,003818	-0,002955	0,004822	0,003135	0,005728	0,00456167	0,005537	0,002371	0,000366	0,002758	0,000493	0,000387	0,000917	0,000599	-0,000241	-0,003852	-0,001727	-0,00194	-0,01274	-0,009654	-0,010636	-0,01101	0,004072	0,00609	0,005112	0,00509133	0,001826	0,00326533
2331,53	0,002811	0,007742	0,006039	0,00553067	-0,001397	-0,003505	-0,004274	-0,00305867	0,005302	0,003338	0,005887	0,00484233	0,00577	0,002575	0,000595	0,00298	0,001038	0,000614	0,001252	0,000968	0,000117	-0,003383	-0,001527	-0,00159767	-0,012411	-0,008861	-0,010022	-0,0104313	0,003852	0,00625	0,005241	0,00511433	0,002099	0,00301533
2333,46	0,003135	0,008028	0,006456	0,005873	-0,001378	-0,003647	-0,004551	-0,003192	0,005335	0,003316	0,006019	0,00489	0,006049	0,002616	0,000823	0,00316267	0,001396	0,000716	0,001538	0,00121667	0,00016	-0,002911	-0,001263	-0,001338	-0,012221	-0,008403	-0,009373	-0,009999	0,003663	0,006434	0,005457	0,00518467	0,002157	0,00302767
2335,39	0,003005	0,008283	0,006725	0,00600433	-0,001384	-0,003799	-0,004661	-0,00328133	0,005081	0,003233	0,006108	0,00480733	0,00628	0,002513	0,000981	0,003258	0,001539	0,000739	0,001758	0,00134533	0,000141	-0,002702	-0,000986	-0,00118233	-0,012129	-0,008381	-0,008862	-0,00979067	0,003474	0,006552	0,005578	0,00520133	0,002022	0,00317933
2337,31	0,002654	0,008356	0,006729	0,005913	-0,001542	-0,004129	-0,004766	-0,003479	0,004739	0,003205	0,006007	0,00465033	0,006207	0,002268	0,000777	0,003084	0,00147	0,000655	0,001761	0,00129533	4,7e-05	-0,002817	-0,000774	-0,00118133	-0,012056	-0,008631	-0,008703	-0,00979667	0,003055	0,006438	0,005342	0,004945	0,001723	0,003222
2339,24	0,002359	0,008019	0,006492	0,00562333	-0,002113	-0,004674	-0,005089	-0,00395867	0,004394	0,003127	0,005602	0,00437433	0,005861	0,001882	9,1e-05	0,00261133	0,00114	0,000347	0,001355	0,000947333	-0,000268	-0,003186	-0,000836	-0,00143	-0,012166	-0,008947	-0,00898	-0,010031	0,002394	0,006084	0,004711	0,00439633	0,001261	0,00313533
2341,17	0,002254	0,00762	0,006371	0,005415	-0,002737	-0,004975	-0,005433	-0,00438167	0,004271	0,003138	0,005112	0,00417367	0,005588	0,001668	-0,000467	0,002263	0,000755	3e-06	0,000754	0,000504	-0,000623	-0,003583	-0,001177	-0,00179433	-0,01241	-0,009166	-0,009443	-0,0103397	0,002078	0,00584	0,00407	0,003996	0,000853	0,003143
2343,1	0,00226	0,007464	0,006469	0,00539767	-0,00276	-0,004635	-0,005223	-0,004206	0,004439	0,003505	0,004875	0,004273	0,00548	0,001902	-0,000169	0,00240433	0,000536	-1e-05	0,000392	0,000306	-0,000798	-0,003713	-0,001512	-0,00200767	-0,012581	-0,009431	-0,009796	-0,0106027	0,002603	0,005884	0,00393	0,004139	0,000835	0,003304
2345,03	0,002085	0,007074	0,006244	0,00513433	-0,002162	-0,003948	-0,004329	-0,00347967	0,004552	0,003886	0,004913	0,00445033	0,005261	0,002074	0,000633	0,002656	0,000355	0,000204	0,000247	0,000268667	-0,000923	-0,003623	-0,001731	-0,00209233	-0,012826	-0,010056	-0,010212	-0,0110313	0,003492	0,005958	0,004281	0,004577	0,001186	0,003391
2346,96	0,001756	0,006404	0,005681	0,00461367	-0,001524	-0,003404	-0,003435	-0,00278767	0,004478	0,003822	0,005091	0,00446367	0,004939	0,001791	0,001057	0,00259567	0,000164	0,000298	9,6e-05	0,000186	-0,001045	-0,003582	-0,001842	-0,00215633	-0,01315	-0,010752	-0,010758	-0,0115533	0,00396	0,00594	0,004694	0,00486467	0,001623	0,00324167
2348,89	0,001642	0,006138	0,005437	0,00440567	-0,001158	-0,003174	-0,003148	-0,00249333	0,004453	0,003499	0,005352	0,00443467	0,004778	0,001517	0,001038	0,00244433	0,000174	0,000284	5e-05	0,000169333	-0,001043	-0,00362	-0,001713	-0,00212533	-0,013186	-0,010926	-0,010896	-0,0116693	0,003955	0,005959	0,005041	0,004985	0,001984	0,003001
2350,81	0,001864	0,006588	0,005772	0,00474133	-0,00107	-0,003366	-0,003669	-0,00270167	0,004537	0,003242	0,00562	0,00446633	0,004859	0,001654	0,000852	0,002455	0,000491	0,000298	0,000304	0,000364333	-0,000923	-0,003654	-0,001305	-0,00196067	-0,012755	-0,01031	-0,010211	-0,011092	0,003722	0,006021	0,005318	0,00502033	0,002193	0,00282733
2352,74	0,002181	0,007556	0,006505	0,005414	-0,001295	-0,004162	-0,005109	-0,003522	0,004535	0,00323	0,005795	0,00452	0,005135	0,002109	0,000609	0,00261767	0,001009	0,000441	0,000954	0,000801333	-0,000683	-0,003563	-0,000792	-0,00167933	-0,011957	-0,008858	-0,008764	-0,00985967	0,003442	0,005921	0,005388	0,004917	0,002254	0,002663
2354,67	0,002368	0,008686	0,007423	0,006159	-0,001742	-0,005471	-0,007165	-0,00479267	0,004432	0,003566	0,005945	0,00464767	0,005659	0,002542	0,00052	0,002907	0,001449	0,000847	0,001874	0,00139	-5,9e-05	-0,003128	-0,000327	-0,00117133	-0,010851	-0,006783	-0,007005	-0,008213	0,00338	0,005624	0,005296	0,00476667	0,002301	0,00246567
2356,6	0,002679	0,009863	0,008412	0,00698467	-0,001944	-0,006551	-0,008804	-0,00576633	0,004754	0,00419	0,006428	0,005124	0,006508	0,003014	0,00094	0,00348733	0,001728	0,001628	0,002707	0,002021	0,001134	-0,002296	0,000361	-0,000267	-0,009249	-0,004617	-0,005307	-0,006391	0,00378	0,005753	0,00549	0,00500767	0,002419	0,00258867
2358,53	0,00335	0,011019	0,009229	0,007866	-0,001724	-0,006701	-0,00932	-0,005915	0,005685	0,004801	0,007472	0,005986	0,007376	0,003783	0,001678	0,004279	0,002198	0,002676	0,003352	0,002742	0,002329	-0,001372	0,00141	0,000789	-0,007547	-0,002876	-0,003896	-0,004773	0,004459	0,00657	0,006145	0,00572467	0,002544	0,00318067
